2,1,26,370,344,176,-1,-1,-1,-1
2,2,523,510,122,65,-1,-1,-1,-1
2,3,74,578,134,76,-1,-1,-1,-1
2,4,961,668,115,51,-1,-1,-1,-1
2,5,934,332,58,41,-1,-1,-1,-1
2,6,818,320,69,44,-1,-1,-1,-1
2,7,1017,276,70,44,-1,-1,-1,-1
2,8,27,211,55,29,-1,-1,-1,-1
2,9,0,481,39,51,-1,-1,-1,-1
2,10,704,322,77,40,-1,-1,-1,-1
2,11,1005,458,135,74,-1,-1,-1,-1
2,12,1176,190,58,28,-1,-1,-1,-1
2,13,352,284,85,33,-1,-1,-1,-1
2,14,863,191,34,26,-1,-1,-1,-1
2,15,1071,310,17,41,-1,-1,-1,-1
2,16,448,309,71,31,-1,-1,-1,-1
2,17,58,317,101,51,-1,-1,-1,-1
2,18,1080,420,174,96,-1,-1,-1,-1
2,19,929,190,13,25,-1,-1,-1,-1
2,20,871,163,30,21,-1,-1,-1,-1
2,21,0,253,19,48,-1,-1,-1,-1
2,22,1105,193,64,36,-1,-1,-1,-1
2,25,945,132,25,22,-1,-1,-1,-1
3,1,26,370,344,176,-1,-1,-1,-1
3,2,529,510,123,66,-1,-1,-1,-1
3,3,84,574,136,78,-1,-1,-1,-1
3,4,977,674,103,45,-1,-1,-1,-1
3,5,931,330,58,40,-1,-1,-1,-1
3,6,818,319,64,41,-1,-1,-1,-1
3,7,1020,276,69,44,-1,-1,-1,-1
3,8,26,211,56,29,-1,-1,-1,-1
3,9,0,481,39,51,-1,-1,-1,-1
3,10,701,321,76,40,-1,-1,-1,-1
3,11,996,456,133,72,-1,-1,-1,-1
3,12,1176,190,57,27,-1,-1,-1,-1
3,13,346,285,83,33,-1,-1,-1,-1
3,14,863,190,34,26,-1,-1,-1,-1
3,15,1071,310,17,40,-1,-1,-1,-1
3,16,434,308,76,33,-1,-1,-1,-1
3,17,49,318,99,51,-1,-1,-1,-1
3,18,1067,413,181,100,-1,-1,-1,-1
3,19,929,191,13,24,-1,-1,-1,-1
3,20,872,162,31,21,-1,-1,-1,-1
3,21,0,253,19,48,-1,-1,-1,-1
3,22,1105,193,64,36,-1,-1,-1,-1
